ticker,period,quarter,sales,gross_profit,operating_profit
89510,2024-06-30,FY,50254000000,,24643000000
89510,2024-12-31,FY,50810000000,,24068000000
89510,2025-06-30,FY,51218000000,,25073000000
89510,2025-12-31,FY,48547000000,,21217000000
89520,2021-03-31,FY,34944000000,,16479000000
89520,2021-09-30,FY,36901000000,,18394000000
89520,2022-03-31,FY,36453000000,,17107000000
89520,2022-09-30,FY,37654000000,,18042000000
89520,2023-03-31,FY,37345000000,,17041000000
89520,2023-09-30,FY,38627000000,,18048000000
89520,2024-03-31,FY,41414000000,,20317000000
89520,2024-09-30,FY,42581000000,,20640000000
89520,2025-03-31,FY,42908000000,,20789000000
89520,2025-09-30,FY,41093000000,,19297000000
89530,2021-02-28,FY,30518000000,,13505000000
89530,2021-08-31,FY,40360000000,,15560000000
89530,2022-02-28,FY,40598000000,,18808000000
89530,2022-08-31,FY,41112000000,,17694000000
89530,2023-02-28,FY,41332000000,,17887000000
89530,2023-08-31,FY,41405000000,,18054000000
89530,2024-02-29,FY,40879000000,,18026000000
89530,2024-08-31,FY,40836000000,,17798000000
89530,2025-02-28,FY,46315000000,,22117000000
89530,2025-08-31,FY,49325000000,,24293000000
89540,2021-02-28,FY,23593000000,,10978000000
89540,2021-08-31,FY,23630000000,,10994000000
89540,2022-02-28,FY,23746000000,,10476000000
89540,2022-08-31,FY,26120000000,,12912000000
89540,2023-02-28,FY,25671000000,,12218000000
89540,2023-08-31,FY,25698000000,,8999000000
89540,2024-02-29,FY,28804000000,,12626000000
89540,2024-08-31,FY,26209000000,,12646000000
89540,2025-02-28,FY,25642000000,,12239000000
89540,2025-08-31,FY,28423000000,,14147000000
89550,2021-06-30,FY,17305000000,,8789000000
89550,2021-12-31,FY,18253000000,,8626000000
89550,2022-06-30,FY,18357000000,,9343000000
89550,2022-12-31,FY,18739000000,,9273000000
89550,2023-06-30,FY,18173000000,,8859000000
89550,2023-12-31,FY,17411000000,,8151000000
89550,2024-06-30,FY,17644000000,,8354000000
89550,2024-12-31,FY,19580000000,,9715000000
89550,2025-06-30,FY,20803000000,,11253000000
89550,2025-12-31,FY,20346000000,,10547000000
89560,2021-04-30,FY,11468000000,,5710000000
89560,2021-04-30,FY,11468839000,,5710101000
89560,2021-10-31,FY,10738000000,,4910000000
89560,2022-04-30,FY,12589000000,,6128000000
89560,2022-10-31,FY,10618000000,,4339000000
89560,2023-04-30,FY,12346000000,,5447000000
89560,2023-10-31,FY,12181000000,,5490000000
89560,2024-04-30,FY,11477000000,,4769000000
89560,2024-10-31,FY,12299000000,,4991000000
89560,2025-04-30,FY,13313000000,,5203000000
89560,2025-10-31,FY,13217000000,,4562000000
89570,2021-01-31,FY,8611000000,,4538000000
89570,2021-07-31,FY,8066000000,,3981000000
89570,2022-01-31,FY,11641000000,,7481000000
89570,2022-07-31,FY,8671000000,,4732000000
89570,2023-01-31,FY,11321000000,,7331000000
89570,2023-07-31,FY,8924000000,,4682000000
89570,2024-01-31,FY,8962000000,,4843000000
89570,2024-07-31,FY,9667000000,,5184000000
89570,2025-01-31,FY,9742000000,,5171000000
89570,2025-07-31,FY,9802000000,,5348000000
89580,2021-03-31,FY,5688000000,,2737000000
89580,2021-09-30,FY,5759000000,,2740000000
89580,2022-03-31,FY,5655000000,,2644000000
89580,2022-09-30,FY,5691000000,,2679000000
89580,2023-03-31,FY,6664000000,,3341000000
89580,2023-09-30,FY,7239000000,,3775000000
89580,2024-03-31,FY,7161000000,,3776000000
89580,2024-09-30,FY,6486000000,,3243000000
89580,2025-03-31,FY,7477000000,,4202000000
89580,2025-09-30,FY,8088000000,,5059000000
89600,2021-05-31,FY,24198000000,,10784000000
89600,2021-11-30,FY,22806000000,,8256000000
89600,2022-05-31,FY,24184000000,,10553000000
89600,2022-05-31,FY,24184121000,,10553599000
89600,2022-11-30,FY,24433000000,,10627000000
89600,2023-05-31,FY,25052000000,,10903000000
89600,2023-11-30,FY,25356000000,,11408000000
89600,2024-05-31,FY,25981000000,,12215000000
89600,2024-11-30,FY,28209000000,,13795000000
89600,2025-05-31,FY,27380000000,,13086000000
89600,2025-11-30,FY,28180000000,,13717000000
89610,2021-03-31,FY,8789000000,,5464000000
89610,2021-09-30,FY,9202000000,,5563000000
89610,2022-03-31,FY,8528000000,,5042000000
89610,2022-09-30,FY,6902000000,,3428000000
89610,2023-02-28,FY,7258000000,,4057000000
89610,2023-08-31,FY,11812000000,,7188000000
89610,2023-08-31,FY,11812000000,,7188000000
89610,2024-02-29,FY,12080000000,,7937000000
89610,2024-08-31,FY,11746000000,,7503000000
89610,2025-02-28,FY,11820000000,,7648000000
89610,2025-08-31,FY,11668000000,,7445000000
89630,2021-06-30,FY,3806000000,,-2341000000
89630,2021-12-31,FY,8406000000,,2292000000
89630,2022-06-30,FY,7680000000,,2114000000
89630,2022-12-31,FY,11929000000,,6257000000
89630,2023-06-30,FY,15914000000,,10356000000
89630,2023-12-31,FY,18819000000,,12588000000
89630,2024-06-30,FY,21136000000,,14635000000
89630,2024-12-31,FY,25555000000,,17751000000
89630,2025-06-30,FY,25107000000,,16935000000
89630,2025-12-31,FY,28591000000,,19309000000
89640,2021-06-30,FY,10755000000,,5742000000
89640,2021-12-31,FY,11401000000,,6255000000
89640,2022-06-30,FY,11523000000,,6300000000
89640,2022-06-30,FY,11523000000,,6300000000
89640,2022-12-31,FY,11432000000,,6343000000
89640,2023-06-30,FY,11530000000,,6416000000
89640,2023-12-31,FY,11032000000,,6010000000
89640,2024-06-30,FY,12162000000,,6785000000
89640,2024-12-31,FY,12288000000,,6879000000
89640,2025-06-30,FY,11728000000,,6295000000
89640,2025-12-31,FY,12094000000,,6390000000
89660,2021-05-31,FY,6730000000,,3309000000
89660,2021-11-30,FY,6876000000,,3361000000
89660,2022-05-31,FY,7322000000,,3609000000
89660,2022-11-30,FY,7836000000,,4018000000
89660,2023-05-31,FY,8049000000,,4015000000
89660,2023-11-30,FY,8656000000,,4495000000
89660,2024-05-31,FY,8735000000,,4483000000
89660,2024-11-30,FY,9045000000,,4694000000
89660,2025-05-31,FY,10154000000,,5556000000
89660,2025-11-30,FY,10704000000,,5985000000
89670,2021-01-31,FY,9120000000,,4514000000
89670,2021-07-31,FY,9154000000,,4302000000
89670,2022-01-31,FY,9269000000,,4820000000
89670,2022-07-31,FY,9613000000,,5090000000
89670,2023-01-31,FY,10156000000,,5324000000
89670,2023-07-31,FY,10139000000,,5238000000
89670,2024-01-31,FY,10147000000,,5301000000
89670,2024-07-31,FY,10714000000,,5754000000
89670,2025-01-31,FY,10738000000,,5844000000
89670,2025-07-31,FY,11651000000,,6541000000
89680,2021-02-28,FY,8904000000,,3061000000
89680,2021-08-31,FY,8867000000,,3204000000
89680,2022-02-28,FY,8658000000,,3185000000
89680,2022-08-31,FY,8830000000,,3181000000
89680,2023-02-28,FY,9037000000,,3223000000
89680,2023-08-31,FY,9284000000,,3372000000
89680,2024-02-29,FY,9326000000,,3462000000
89680,2024-08-31,FY,9652000000,,3664000000
89680,2025-02-28,FY,10400000000,,4408000000
89680,2025-08-31,FY,10792000000,,4526000000
89720,2021-04-30,FY,16301000000,,7990000000
89720,2021-10-31,FY,15028000000,,6857000000
89720,2022-04-30,FY,15891000000,,7427000000
89720,2022-10-31,FY,16266000000,,7379000000
89720,2023-04-30,FY,17290000000,,8157000000
89720,2023-10-31,FY,16655000000,,7494000000
89720,2024-04-30,FY,38654000000,,17346000000
89720,2024-10-31,FY,39405000000,,19466000000
89720,2025-04-30,FY,38847000000,,19458000000
89720,2025-10-31,FY,39877000000,,19753000000
89750,2021-04-30,FY,7725000000,,3923000000
89750,2021-10-31,FY,7843000000,,3962000000
89750,2022-04-30,FY,8675000000,,4436000000
89750,2022-10-31,FY,7800000000,,3775000000
89750,2023-04-30,FY,12380000000,,7189000000
89750,2023-10-31,FY,7914000000,,3914000000
89750,2024-04-30,FY,8068000000,,4094000000
89750,2024-10-31,FY,9223000000,,4991000000
89750,2025-04-30,FY,10235000000,,6094000000
89750,2025-10-31,FY,9271000000,,5070000000
89760,2021-05-31,FY,15054000000,,8137000000
89760,2021-11-30,FY,13882000000,,7351000000
89760,2022-05-31,FY,14474000000,,7923000000
89760,2022-11-30,FY,13891000000,,7062000000
89760,2023-05-31,FY,15050000000,,7665000000
89760,2023-11-30,FY,13646000000,,6747000000
89760,2024-05-31,FY,13570000000,,6871000000
89760,2024-11-30,FY,15215000000,,7973000000
89760,2025-05-31,FY,15208000000,,7921000000
89760,2025-11-30,FY,16056000000,,8593000000
89770,2021-05-31,FY,5685000000,,2418000000
89770,2021-11-30,FY,5706000000,,2315000000
89770,2022-05-31,FY,5697000000,,2398000000
89770,2022-11-30,FY,5679000000,,2428000000
89770,2023-05-31,FY,5823000000,,2445000000
89770,2023-11-30,FY,5899000000,,2456000000
89770,2024-05-31,FY,5933000000,,2448000000
89770,2024-11-30,FY,6222000000,,2574000000
89770,2025-05-31,FY,6417000000,,2829000000
89770,2025-11-30,FY,6504000000,,2766000000
89790,2021-04-30,FY,3160000000,,1362000000
89790,2021-10-31,FY,3177000000,,1370000000
89790,2022-04-30,FY,3224000000,,1413000000
89790,2022-10-31,FY,3349000000,,1519000000
89790,2023-04-30,FY,3676000000,,1682000000
89790,2023-10-31,FY,3532000000,,1500000000
89790,2024-04-30,FY,3756000000,,1707000000
89790,2024-10-31,FY,3768000000,,1707000000
89790,2025-04-30,FY,3827000000,,1719000000
89790,2025-10-31,FY,3642000000,,1577000000
89840,2021-02-28,FY,28097000000,,12571000000
89840,2021-08-31,FY,29571000000,,13116000000
89840,2022-02-28,FY,30264000000,,13409000000
89840,2022-08-31,FY,29368000000,,12661000000
89840,2023-02-28,FY,29489000000,,12740000000
89840,2023-08-31,FY,29920000000,,12914000000
89840,2024-02-29,FY,29643000000,,12138000000
89840,2024-08-31,FY,32253000000,,11923000000
89840,2025-02-28,FY,32412000000,,15022000000
89840,2025-08-31,FY,34308000000,,16966000000
89850,2021-12-31,2Q,4589000000,,-699000000
89850,2021-12-31,FY,13633000000,,2959000000
89850,2022-12-31,2Q,5431000000,,323000000
89850,2022-12-31,FY,14912000000,,4296000000
89850,2023-12-31,2Q,11288000000,,5759000000
89850,2023-12-31,FY,26574000000,,15014000000
89850,2024-12-31,2Q,14362000000,,8498000000
89850,2024-12-31,FY,33481000000,,20779000000
89850,2025-12-31,2Q,21481000000,,14457000000
89850,2025-12-31,FY,45564000000,,31052000000
89860,2021-03-31,FY,10487000000,,5101000000
89860,2021-09-30,FY,10811000000,,5090000000
89860,2022-03-31,FY,11263000000,,5324000000
89860,2022-09-30,FY,11436000000,,5341000000
89860,2023-03-31,FY,11898000000,,5571000000
89860,2023-09-30,FY,12769000000,,6236000000
89860,2024-03-31,FY,13284000000,,6599000000
89860,2024-09-30,FY,14155000000,,7092000000
89860,2025-03-31,FY,15191000000,,8208000000
89860,2025-09-30,FY,14662000000,,7774000000
89870,2021-06-30,FY,10567000000,,4590000000
89870,2021-12-31,FY,10666000000,,4485000000
89870,2022-06-30,FY,11065000000,,4711000000
89870,2022-12-31,FY,10699000000,,4132000000
89870,2023-06-30,FY,13823000000,,4477000000
89870,2023-12-31,FY,10857000000,,4665000000
89870,2024-06-30,FY,11460000000,,4835000000
89870,2024-12-31,FY,12752000000,,4483000000
89870,2025-06-30,FY,11447000000,,5231000000
89870,2025-12-31,FY,11672000000,,5157000000
90010,2021-03-31,FY,496326000000,,-13577000000
90010,2022-03-31,1Q,111931000000,,4985000000
90010,2022-03-31,2Q,233831000000,,6678000000
90010,2022-03-31,3Q,367733000000,,20250000000
90010,2022-03-31,FY,506023000000,,24732000000
90010,2023-03-31,1Q,139026000000,,14328000000
90010,2023-03-31,2Q,285422000000,,24097000000
90010,2023-03-31,3Q,447336000000,,45461000000
90010,2023-03-31,FY,614751000000,,56688000000
90010,2024-03-31,1Q,157375000000,,23658000000
90010,2024-03-31,2Q,308582000000,,39087000000
90010,2024-03-31,3Q,466718000000,,61406000000
90010,2024-03-31,FY,635964000000,,73883000000
90010,2025-03-31,1Q,149914000000,,21396000000
90010,2025-03-31,2Q,301996000000,,38478000000
90010,2025-03-31,3Q,458477000000,,60589000000
90010,2025-03-31,FY,631461000000,,74604000000
90010,2026-03-31,1Q,148613000000,,19003000000
90010,2026-03-31,2Q,310753000000,,35584000000
90010,2026-03-31,3Q,475920000000,,58203000000
90030,2021-03-31,FY,221136000000,,-3148000000
90030,2022-03-31,1Q,50529000000,,373000000
90030,2022-03-31,2Q,104334000000,,1006000000
90030,2022-03-31,3Q,159923000000,,3277000000
90030,2022-03-31,FY,216684000000,,3998000000
90030,2023-03-31,1Q,53936000000,,2574000000
90030,2023-03-31,2Q,115098000000,,4529000000
90030,2023-03-31,3Q,177888000000,,9952000000
90030,2023-03-31,FY,249667000000,,14348000000
90030,2024-03-31,1Q,61693000000,,6708000000
90030,2024-03-31,2Q,124350000000,,13081000000
90030,2024-03-31,3Q,191158000000,,21379000000
90030,2024-03-31,FY,270039000000,,28965000000
90030,2025-03-31,1Q,80998000000,,14362000000
90030,2025-03-31,2Q,148466000000,,21862000000
90030,2025-03-31,3Q,222588000000,,33051000000
90030,2025-03-31,3Q,222588000000,,33051000000
90030,2025-03-31,FY,292178000000,,37820000000
90030,2026-03-31,1Q,75082000000,,11105000000
90030,2026-03-31,2Q,144907000000,,18982000000
90030,2026-03-31,3Q,221840000000,,30421000000
90050,2021-03-31,FY,935927000000,,-31658000000
90050,2022-03-31,1Q,199175000000,,1129000000
90050,2022-03-31,2Q,443052000000,,24941000000
90050,2022-03-31,3Q,654491000000,,34884000000
90050,2022-03-31,FY,879112000000,,31544000000
90050,2023-03-31,1Q,209182000000,,8772000000
90050,2023-03-31,2Q,434693000000,,21823000000
90050,2023-03-31,3Q,670505000000,,36632000000
90050,2023-03-31,FY,931293000000,,44603000000
90050,2024-03-31,1Q,239259000000,,24518000000
90050,2024-03-31,2Q,483468000000,,45533000000
90050,2024-03-31,3Q,728901000000,,69261000000
90050,2024-03-31,FY,1037819000000,,94905000000
90050,2025-03-31,1Q,273080000000,,39594000000
90050,2025-03-31,2Q,525234000000,,65335000000
90050,2025-03-31,3Q,785730000000,,93603000000
90050,2025-03-31,FY,1054981000000,,103485000000
90050,2026-03-31,1Q,261358000000,,32306000000
90050,2026-03-31,2Q,518986000000,,58880000000
90050,2026-03-31,3Q,784614000000,,88220000000
90060,2021-03-31,FY,234964000000,,-18420000000
90060,2022-03-31,1Q,52713000000,,-2483000000
90060,2022-03-31,2Q,106185000000,,-2925000000
90060,2022-03-31,3Q,171613000000,,-196000000
90060,2022-03-31,FY,265237000000,,3510000000
90060,2023-03-31,1Q,59512000000,,1931000000
90060,2023-03-31,2Q,120395000000,,5480000000
90060,2023-03-31,3Q,186199000000,,9452000000
90060,2023-03-31,FY,253005000000,,10819000000
90060,2023-03-31,FY,280624000000,,28040000000
90060,2024-03-31,1Q,62041000000,,5505000000
90060,2024-03-31,2Q,128026000000,,13811000000
90060,2024-03-31,3Q,200537000000,,23352000000
90060,2025-03-31,1Q,72860000000,,8709000000
90060,2025-03-31,2Q,140957000000,,19000000000
90060,2025-03-31,3Q,211185000000,,27356000000
90060,2025-03-31,FY,293860000000,,35642000000
90060,2026-03-31,1Q,73118000000,,8532000000
90060,2026-03-31,2Q,142565000000,,18556000000
90060,2026-03-31,3Q,215558000000,,27143000000
90070,2021-03-31,FY,385978000000,,-24190000000
90070,2022-03-31,1Q,88355000000,,3120000000
90070,2022-03-31,2Q,174777000000,,2808000000
90070,2022-03-31,3Q,267732000000,,9137000000
90070,2022-03-31,FY,358753000000,,6152000000
90070,2023-03-31,1Q,91469000000,,7252000000
90070,2023-03-31,2Q,189984000000,,14512000000
90070,2023-03-31,3Q,295648000000,,23842000000
90070,2023-03-31,FY,395159000000,,26601000000
90070,2024-03-31,1Q,100527000000,,14620000000
90070,2024-03-31,2Q,196254000000,,26601000000
90070,2024-03-31,3Q,293633000000,,40423000000
90070,2024-03-31,FY,409837000000,,50766000000
90070,2025-03-31,1Q,109596000000,,16798000000
90070,2025-03-31,2Q,209744000000,,29037000000
90070,2025-03-31,3Q,312470000000,,44675000000
90070,2025-03-31,FY,422700000000,,51431000000
90070,2026-03-31,1Q,98264000000,,15279000000
90070,2026-03-31,2Q,198448000000,,28034000000
90070,2026-03-31,3Q,307872000000,,45186000000
90080,2021-03-31,FY,315439000000,,-20866000000
90080,2022-03-31,1Q,67963000000,,-1285000000
90080,2022-03-31,2Q,137866000000,,-1337000000
90080,2022-03-31,3Q,218374000000,,4158000000
90080,2022-03-31,FY,299872000000,,740000000
90080,2023-03-31,1Q,79719000000,,5140000000
90080,2023-03-31,2Q,158826000000,,9416000000
90080,2023-03-31,3Q,251888000000,,18838000000
90080,2023-03-31,FY,347133000000,,21479000000
90080,2024-03-31,1Q,88764000000,,11973000000
90080,2024-03-31,2Q,184058000000,,23908000000
90080,2024-03-31,3Q,294056000000,,39500000000
90080,2024-03-31,FY,408694000000,,43840000000
90080,2025-03-31,1Q,104720000000,,16892000000
90080,2025-03-31,2Q,214189000000,,31734000000
90080,2025-03-31,3Q,334874000000,,49578000000
90080,2025-03-31,FY,452916000000,,54148000000
90080,2026-03-31,1Q,113738000000,,16669000000
90080,2026-03-31,2Q,230688000000,,31485000000
90080,2026-03-31,3Q,360163000000,,48118000000
90090,2021-03-31,FY,207761000000,,-18056000000
90090,2022-03-31,1Q,51918000000,,-1444000000
90090,2022-03-31,2Q,104156000000,,-3727000000
90090,2022-03-31,3Q,160290000000,,-2192000000
90090,2022-03-31,FY,214157000000,,-5201000000
90090,2023-03-31,1Q,59756000000,,3203000000
90090,2023-03-31,2Q,119031000000,,4401000000
90090,2023-03-31,3Q,185718000000,,8480000000
90090,2023-03-31,FY,252338000000,,10228000000
90090,2024-03-31,1Q,72466000000,,7653000000
90090,2024-03-31,2Q,147949000000,,15250000000
90090,2024-03-31,3Q,222614000000,,23867000000
90090,2024-03-31,FY,296509000000,,25241000000
90090,2025-03-31,1Q,80297000000,,12584000000
90090,2025-03-31,2Q,158033000000,,22079000000
90090,2025-03-31,3Q,238187000000,,32882000000
90090,2025-03-31,FY,319314000000,,36008000000
90090,2026-03-31,1Q,83334000000,,10101000000
90090,2026-03-31,2Q,164628000000,,20802000000
90090,2026-03-31,3Q,247574000000,,31535000000
90100,2021-03-31,FY,30451000000,,-3098000000
90100,2022-03-31,1Q,7430000000,,-671000000
90100,2022-03-31,2Q,16948000000,,373000000
90100,2022-03-31,3Q,26812000000,,1076000000
90100,2022-03-31,FY,35083000000,,761000000
90100,2023-03-31,1Q,9098000000,,30000000
90100,2023-03-31,2Q,20610000000,,1944000000
90100,2023-03-31,3Q,31875000000,,3213000000
90100,2023-03-31,FY,42924000000,,4243000000
90100,2023-03-31,FY,42924000000,,4243000000
90100,2024-03-31,1Q,11278000000,,1293000000
90100,2024-03-31,2Q,25917000000,,4893000000
90100,2024-03-31,3Q,39027000000,,7203000000
90100,2024-03-31,FY,50701000000,,8151000000
90100,2025-03-31,1Q,12233000000,,1906000000
90100,2025-03-31,2Q,25811000000,,4139000000
90100,2025-03-31,3Q,39433000000,,6683000000
90100,2025-03-31,FY,52230000000,,8313000000
90100,2026-03-31,1Q,12341000000,,1676000000
90100,2026-03-31,2Q,26604000000,,4444000000
90100,2026-03-31,3Q,40711000000,,6991000000
90120,2021-03-31,FY,3933000000,,-639000000
90120,2022-03-31,1Q,1039000000,,-63000000
90120,2022-03-31,2Q,2100000000,,-153000000
90120,2022-03-31,3Q,3326000000,,-144000000
90120,2022-03-31,FY,4352000000,,-287000000
90120,2023-03-31,1Q,1152000000,,-90000000
90120,2023-03-31,2Q,2292000000,,-199000000
90120,2023-03-31,3Q,3574000000,,-194000000
90120,2023-03-31,FY,4688000000,,-361000000
90120,2024-03-31,1Q,1209000000,,-29000000
90120,2024-03-31,2Q,2417000000,,32000000
90120,2024-03-31,3Q,3808000000,,140000000
90120,2024-03-31,FY,4913000000,,16000000
90120,2025-03-31,1Q,1284000000,,106000000
90120,2025-03-31,2Q,2575000000,,82000000
90120,2025-03-31,3Q,3976000000,,251000000
90120,2025-03-31,FY,5276000000,,304000000
90120,2026-03-31,1Q,1322000000,,89000000
90120,2026-03-31,2Q,2828000000,,296000000
90120,2026-03-31,3Q,4186000000,,355000000
90170,2022-03-31,FY,14440000000,,-66000000
90170,2023-03-31,1Q,4230000000,,421000000
90200,2021-03-31,FY,1764584000000,,-520358000000
90200,2022-03-31,1Q,433398000000,,-55255000000
90200,2022-03-31,2Q,877840000000,,-115891000000
90200,2022-03-31,3Q,1482794000000,,-42535000000
90200,2022-03-31,FY,1978967000000,,-153938000000
90200,2023-03-31,1Q,557618000000,,40297000000
90200,2023-03-31,2Q,1115073000000,,66710000000
90200,2023-03-31,3Q,1727084000000,,112006000000
90200,2023-03-31,FY,2405538000000,,140628000000
90200,2024-03-31,1Q,629472000000,,80176000000
90200,2024-03-31,2Q,1299829000000,,191797000000
90200,2024-03-31,3Q,2001022000000,,298510000000
90200,2024-03-31,FY,2730118000000,,345161000000
90200,2025-03-31,1Q,686670000000,,120530000000
90200,2025-03-31,2Q,1395117000000,,235604000000
90200,2025-03-31,3Q,2126070000000,,352553000000
90200,2025-03-31,FY,2887553000000,,376786000000
90200,2026-03-31,1Q,715349000000,,114787000000
90200,2026-03-31,2Q,1463096000000,,231479000000
90200,2026-03-31,3Q,2240022000000,,349614000000
90210,2021-03-31,FY,898172000000,,-245544000000
90210,2022-03-31,1Q,201968000000,,-49387000000
90210,2022-03-31,1Q,201968000000,,-49387000000
90210,2022-03-31,2Q,436834000000,,-86100000000
90210,2022-03-31,3Q,729990000000,,-79464000000
90210,2022-03-31,FY,1031103000000,,-119091000000
