ticker,period,quarter,sales,gross_profit,operating_profit
90590,2026-03-31,3Q,39631000000,,2999000000
90600,2021-03-31,FY,53963000000,,845000000
90600,2022-03-31,1Q,14174000000,,138000000
90600,2022-03-31,2Q,28316000000,,316000000
90600,2022-03-31,3Q,43144000000,,694000000
90600,2022-03-31,FY,58100000000,,1029000000
90600,2023-03-31,1Q,15126000000,,265000000
90600,2023-03-31,2Q,30532000000,,388000000
90600,2023-03-31,3Q,46860000000,,688000000
90600,2023-03-31,FY,62477000000,,1041000000
90600,2024-03-31,1Q,15617000000,,329000000
90600,2024-03-31,2Q,31234000000,,468000000
90600,2024-03-31,3Q,47450000000,,853000000
90600,2024-03-31,FY,62972000000,,1017000000
90600,2025-03-31,1Q,15818000000,,154000000
90600,2025-03-31,2Q,31989000000,,348000000
90600,2025-03-31,3Q,49055000000,,792000000
90600,2025-03-31,FY,66001000000,,1228000000
90600,2026-03-31,1Q,17179000000,,495000000
90600,2026-03-31,2Q,34831000000,,864000000
90600,2026-03-31,3Q,53487000000,,1342000000
90630,2021-03-31,FY,39499000000,,1323000000
90630,2022-03-31,1Q,9621000000,,260000000
90630,2022-03-31,2Q,19292000000,,593000000
90630,2022-03-31,3Q,29589000000,,989000000
90630,2022-03-31,FY,39277000000,,1205000000
90630,2023-03-31,1Q,9475000000,,355000000
90630,2023-03-31,2Q,19032000000,,597000000
90630,2023-03-31,3Q,29100000000,,1051000000
90630,2023-03-31,FY,38474000000,,1126000000
90630,2024-03-31,1Q,9294000000,,176000000
90630,2024-03-31,2Q,18678000000,,277000000
90630,2024-03-31,3Q,28605000000,,659000000
90630,2024-03-31,FY,37693000000,,640000000
90630,2025-03-31,1Q,9364000000,,206000000
90630,2025-03-31,2Q,18873000000,,395000000
90630,2025-03-31,3Q,29048000000,,794000000
90630,2025-03-31,FY,38346000000,,907000000
90630,2026-03-31,1Q,9575000000,,273000000
90630,2026-03-31,2Q,19204000000,,562000000
90630,2026-03-31,3Q,29301000000,,934000000
90640,2021-03-31,FY,1695867000000,,92121000000
90640,2022-03-31,1Q,419841000000,,12734000000
90640,2022-03-31,2Q,865470000000,,31690000000
90640,2022-03-31,3Q,1372386000000,,79172000000
90640,2022-03-31,FY,1793618000000,,77199000000
90640,2023-03-31,1Q,424159000000,,2416000000
90640,2023-03-31,2Q,883755000000,,18048000000
90640,2023-03-31,3Q,1395967000000,,66400000000
90640,2023-03-31,FY,1800668000000,,60085000000
90640,2024-03-31,1Q,420212000000,,1598000000
90640,2024-03-31,2Q,866582000000,,12358000000
90640,2024-03-31,3Q,1366827000000,,50362000000
90640,2024-03-31,FY,1758626000000,,40059000000
90640,2025-03-31,1Q,405632000000,,-14204000000
90640,2025-03-31,2Q,840413000000,,-15001000000
90640,2025-03-31,3Q,1344531000000,,26263000000
90640,2025-03-31,FY,1762696000000,,14206000000
90640,2026-03-31,1Q,437352000000,,-6494000000
90640,2026-03-31,2Q,906774000000,,-3782000000
90640,2026-03-31,3Q,1438756000000,,38585000000
90670,2021-03-31,FY,47270000000,,661000000
90670,2022-03-31,1Q,11399000000,,111000000
90670,2022-03-31,2Q,22766000000,,293000000
90670,2022-03-31,3Q,34909000000,,439000000
90670,2022-03-31,FY,46705000000,,665000000
90670,2023-03-31,1Q,11415000000,,-55000000
90670,2023-03-31,2Q,22906000000,,-18000000
90670,2023-03-31,3Q,34902000000,,190000000
90670,2023-03-31,FY,46586000000,,439000000
90670,2024-03-31,1Q,10989000000,,103000000
90670,2024-03-31,2Q,22171000000,,187000000
90670,2024-03-31,3Q,33850000000,,343000000
90670,2024-03-31,FY,44992000000,,509000000
90670,2025-03-31,1Q,11307000000,,243000000
90670,2025-03-31,2Q,22568000000,,496000000
90670,2025-03-31,3Q,34567000000,,964000000
90670,2025-03-31,FY,46145000000,,1266000000
90670,2026-03-31,1Q,11612000000,,382000000
90670,2026-03-31,2Q,23179000000,,680000000
90670,2026-03-31,3Q,35382000000,,1141000000
90680,2021-03-31,FY,121136000000,,9851000000
90680,2022-03-31,1Q,32540000000,,2432000000
90680,2022-03-31,2Q,65732000000,,5370000000
90680,2022-03-31,3Q,101328000000,,8754000000
90680,2022-03-31,FY,136850000000,,11820000000
90680,2023-03-31,1Q,34418000000,,3001000000
90680,2023-03-31,2Q,69953000000,,6266000000
90680,2023-03-31,3Q,106665000000,,9651000000
90680,2023-03-31,FY,140861000000,,12692000000
90680,2023-03-31,FY,140861000000,,12692000000
90680,2024-03-31,1Q,34205000000,,2979000000
90680,2024-03-31,2Q,68604000000,,6047000000
90680,2024-03-31,3Q,105105000000,,10019000000
90680,2024-03-31,FY,140194000000,,13204000000
90680,2025-03-31,1Q,35143000000,,3278000000
90680,2025-03-31,2Q,71237000000,,6881000000
90680,2025-03-31,3Q,108276000000,,10920000000
90680,2025-03-31,FY,144572000000,,14648000000
90680,2026-03-31,1Q,35847000000,,3620000000
90680,2026-03-31,2Q,72239000000,,7518000000
90680,2026-03-31,3Q,110836000000,,11628000000
90690,2021-03-31,FY,572405000000,,21520000000
90690,2021-03-31,FY,572405000000,,21520000000
90690,2022-03-31,1Q,148102000000,,6095000000
90690,2022-03-31,2Q,300762000000,,11705000000
90690,2022-03-31,3Q,465449000000,,20356000000
90690,2022-03-31,FY,623139000000,,24771000000
90690,2023-03-31,1Q,165345000000,,6973000000
90690,2023-03-31,2Q,334804000000,,13046000000
90690,2023-03-31,3Q,515298000000,,21786000000
90690,2023-03-31,FY,696288000000,,25535000000
90690,2024-03-31,1Q,188340000000,,7659000000
90690,2024-03-31,2Q,379678000000,,14771000000
90690,2024-03-31,3Q,582786000000,,25382000000
90690,2024-03-31,FY,778370000000,,29906000000
90690,2025-03-31,1Q,200819000000,,8598000000
90690,2025-03-31,2Q,414122000000,,16851000000
90690,2025-03-31,3Q,641867000000,,28936000000
90690,2025-03-31,FY,854550000000,,34946000000
90690,2026-03-31,1Q,217409000000,,8689000000
90690,2026-03-31,2Q,436893000000,,16199000000
90690,2026-03-31,3Q,673608000000,,28762000000
90750,2025-03-31,FY,302495000000,,7363000000
90810,2021-03-31,FY,90915000000,,-5940000000
90810,2025-03-31,FY,118149000000,,7388000000
90870,2021-03-31,FY,7520000000,,183000000
90870,2022-03-31,1Q,2046000000,,52000000
90870,2022-03-31,2Q,4216000000,,127000000
90870,2022-03-31,3Q,6453000000,,231000000
90870,2022-03-31,FY,8654000000,,277000000
90870,2023-03-31,1Q,2283000000,,98000000
90870,2023-03-31,2Q,4585000000,,150000000
90870,2023-03-31,3Q,6897000000,,229000000
90870,2023-03-31,FY,8904000000,,295000000
90870,2024-03-31,1Q,1954000000,,27000000
90870,2024-03-31,2Q,3976000000,,65000000
90870,2024-03-31,3Q,6117000000,,124000000
90870,2024-03-31,FY,8190000000,,171000000
90870,2025-03-31,1Q,1955000000,,11000000
90870,2025-03-31,2Q,4156000000,,37000000
90870,2025-03-31,2Q,4156000000,,37000000
90870,2025-03-31,3Q,6196000000,,73000000
90870,2025-03-31,FY,8345000000,,79000000
90870,2026-03-31,1Q,1987000000,,16000000
90870,2026-03-31,2Q,4150000000,,87000000
90870,2026-03-31,3Q,6321000000,,162000000
90900,2021-03-31,FY,112113000000,,8019000000
91070,2023-03-31,FY,942606000000,,78857000000
91270,2021-03-31,FY,4723000000,,-12000000
91270,2022-03-31,1Q,1662000000,,370000000
91270,2022-03-31,2Q,3108000000,,760000000
91270,2022-03-31,3Q,4937000000,,1189000000
91270,2022-03-31,FY,6734000000,,1542000000
91270,2023-03-31,1Q,2158000000,,510000000
91270,2023-03-31,2Q,4561000000,,1165000000
91270,2023-03-31,3Q,6333000000,,1428000000
91270,2023-03-31,FY,7307000000,,1316000000
91270,2024-03-31,1Q,1864000000,,280000000
91270,2024-03-31,2Q,3429000000,,343000000
91270,2024-03-31,3Q,5034000000,,687000000
91270,2024-03-31,FY,6219000000,,870000000
91270,2025-03-31,1Q,1430000000,,242000000
91270,2025-03-31,2Q,2780000000,,445000000
91270,2025-03-31,3Q,4366000000,,724000000
91270,2025-03-31,FY,5389000000,,888000000
91270,2026-03-31,1Q,1004000000,,-121000000
91270,2026-03-31,2Q,2473000000,,54000000
91270,2026-03-31,3Q,3830000000,,355000000
91300,2021-03-31,FY,11670000000,,782000000
91300,2022-03-31,1Q,3075000000,,239000000
91300,2022-03-31,2Q,5837000000,,206000000
91300,2022-03-31,3Q,8990000000,,367000000
91300,2022-03-31,FY,12141000000,,420000000
91300,2023-03-31,1Q,3310000000,,71000000
91300,2023-03-31,2Q,7071000000,,437000000
91300,2023-03-31,3Q,10986000000,,693000000
91300,2023-03-31,FY,14270000000,,682000000
91300,2024-03-31,1Q,3515000000,,-171000000
91300,2024-03-31,1Q,3515000000,,-171000000
91300,2024-03-31,2Q,6975000000,,-338000000
91300,2024-03-31,3Q,10736000000,,-68000000
91300,2024-03-31,FY,14178000000,,-124000000
91300,2025-03-31,1Q,3591000000,,182000000
91300,2025-03-31,2Q,7534000000,,932000000
91300,2025-03-31,3Q,10967000000,,913000000
91300,2025-03-31,FY,15160000000,,1372000000
91300,2026-03-31,1Q,3856000000,,537000000
91300,2026-03-31,2Q,7586000000,,683000000
91300,2026-03-31,3Q,11422000000,,824000000
91420,2021-03-31,FY,293914000000,,-22873000000
91420,2022-03-31,1Q,72097000000,,-1333000000
91420,2022-03-31,2Q,141621000000,,-4072000000
91420,2022-03-31,3Q,222712000000,,2784000000
91420,2022-03-31,FY,329527000000,,3944000000
91420,2023-03-31,1Q,90476000000,,7883000000
91420,2023-03-31,2Q,170195000000,,11183000000
91420,2023-03-31,3Q,261280000000,,22512000000
91420,2023-03-31,FY,383242000000,,34323000000
91420,2024-03-31,1Q,97920000000,,13488000000
91420,2024-03-31,2Q,190732000000,,26816000000
91420,2024-03-31,3Q,292914000000,,43158000000
91420,2024-03-31,FY,420402000000,,47094000000
91420,2025-03-31,1Q,104141000000,,14703000000
91420,2025-03-31,2Q,208412000000,,29535000000
91420,2025-03-31,3Q,321903000000,,49673000000
91420,2025-03-31,FY,454393000000,,58976000000
91420,2026-03-31,1Q,117517000000,,19960000000
91420,2026-03-31,2Q,237616000000,,40887000000
91420,2026-03-31,3Q,360019000000,,62731000000
91430,2021-03-31,FY,1312085000000,,101726000000
91430,2022-03-31,1Q,347543000000,,28912000000
91430,2022-03-31,2Q,726054000000,,58856000000
91430,2022-03-31,3Q,1166640000000,,114828000000
91430,2022-03-31,FY,1588375000000,,155713000000
91430,2023-03-31,1Q,386938000000,,33280000000
91430,2023-03-31,2Q,751312000000,,64144000000
91430,2023-03-31,3Q,1115567000000,,106588000000
91430,2023-03-31,FY,1434609000000,,135275000000
91430,2024-03-31,1Q,318511000000,,18832000000
91430,2024-03-31,2Q,643378000000,,38666000000
91430,2024-03-31,3Q,995231000000,,71674000000
91430,2024-03-31,FY,1316940000000,,89204000000
91430,2025-03-31,1Q,334527000000,,19504000000
91430,2025-03-31,2Q,708029000000,,39127000000
91430,2025-03-31,3Q,1118829000000,,76655000000
91430,2025-03-31,FY,1479239000000,,87847000000
91430,2026-03-31,1Q,367404000000,,17454000000
91430,2026-03-31,2Q,782582000000,,38546000000
91430,2026-03-31,3Q,1230022000000,,72535000000
91450,2021-12-31,1Q,4523000000,,198000000
91450,2021-12-31,2Q,9492000000,,507000000
91450,2021-12-31,3Q,14629000000,,854000000
91450,2021-12-31,FY,20029000000,,1117000000
91450,2022-12-31,1Q,5156000000,,201000000
91450,2022-12-31,2Q,10774000000,,433000000
91450,2022-12-31,3Q,16845000000,,801000000
91450,2022-12-31,FY,23022000000,,1301000000
91450,2023-12-31,1Q,5804000000,,285000000
91450,2023-12-31,2Q,12307000000,,752000000
91450,2023-12-31,3Q,19085000000,,1243000000
91450,2023-12-31,FY,26322000000,,1796000000
91450,2024-12-31,1Q,6933000000,,332000000
91450,2024-12-31,2Q,14446000000,,918000000
91450,2024-12-31,3Q,22178000000,,1488000000
91450,2024-12-31,FY,30190000000,,2243000000
91450,2025-12-31,1Q,7551000000,,545000000
91450,2025-12-31,2Q,15820000000,,1169000000
91450,2025-12-31,3Q,24565000000,,1740000000
91450,2025-12-31,FY,33515000000,,2304000000
91730,2025-12-31,FY,14288000000,,523000000
92010,2021-03-31,FY,481225000000,,-390414000000
92010,2022-03-31,1Q,133032000000,,-76845000000
92010,2022-03-31,2Q,290647000000,,-141703000000
92010,2022-03-31,3Q,498480000000,,-173545000000
92010,2022-03-31,FY,682713000000,,-234767000000
92010,2023-03-31,1Q,268896000000,,-30186000000
92010,2023-03-31,2Q,618522000000,,-3958000000
92010,2023-03-31,3Q,1005590000000,,33942000000
92010,2023-03-31,FY,1375589000000,,65059000000
92010,2024-03-31,1Q,381440000000,,30855000000
92010,2024-03-31,2Q,820938000000,,88387000000
92010,2024-03-31,3Q,1249365000000,,125952000000
92010,2024-03-31,FY,1651890000000,,140932000000
92010,2025-03-31,1Q,424065000000,,19608000000
92010,2025-03-31,2Q,901817000000,,85904000000
92010,2025-03-31,3Q,1385940000000,,142774000000
92010,2025-03-31,FY,1844095000000,,168605000000
92010,2026-03-31,1Q,471083000000,,43317000000
92010,2026-03-31,2Q,983920000000,,106411000000
92010,2026-03-31,3Q,1513758000000,,174323000000
92040,2023-03-31,3Q,62577000000,,3234000000
92040,2023-03-31,3Q,62577000000,,3401000000
92040,2023-03-31,FY,5488000000,,3453000000
92040,2024-03-31,1Q,22156000000,,-1436000000
92040,2024-03-31,2Q,2949000000,,3180000000
92040,2024-03-31,3Q,78210000000,,5289000000
92040,2024-03-31,FY,6029000000,,4668000000
92040,2025-03-31,1Q,23542000000,,-2182000000
92040,2025-03-31,2Q,3432000000,,2324000000
92040,2025-03-31,3Q,81736000000,,1695000000
92040,2026-03-31,1Q,23579000000,,-1630000000
92040,2026-03-31,2Q,54883000000,,1213000000
92040,2026-03-31,3Q,82893000000,,458000000
92060,2021-03-31,FY,18295000000,,-11239000000
92060,2022-03-31,1Q,4227000000,,-1916000000
92060,2022-03-31,2Q,9148000000,,-3661000000
92060,2022-03-31,3Q,15387000000,,-4194000000
92060,2022-03-31,FY,21131000000,,-6465000000
92060,2023-03-31,1Q,6789000000,,-1713000000
92060,2023-03-31,2Q,14743000000,,-2736000000
92060,2023-03-31,3Q,23396000000,,-1424000000
92060,2023-03-31,FY,32275000000,,-1317000000
92060,2024-03-31,1Q,8841000000,,-2151000000
92060,2024-03-31,2Q,19005000000,,-1709000000
92060,2024-03-31,3Q,29613000000,,-254000000
92060,2024-03-31,FY,40019000000,,90000000
92060,2025-03-31,1Q,10068000000,,-854000000
92060,2025-03-31,2Q,20873000000,,312000000
92060,2025-03-31,3Q,32056000000,,1422000000
92060,2025-03-31,FY,42900000000,,1230000000
92060,2026-03-31,1Q,10391000000,,-40000000
92060,2026-03-31,2Q,21451000000,,-107000000
92060,2026-03-31,3Q,33174000000,,419000000
92060,2026-03-31,3Q,33174000000,,419000000
92180,2024-12-31,FY,5134000000,,109000000
92370,2023-10-31,FY,814000000,,114000000
92370,2024-10-31,1Q,263000000,,10000000
92370,2024-10-31,2Q,576000000,,65000000
92370,2024-10-31,3Q,879000000,,95000000
92370,2024-10-31,FY,1301000000,,216000000
92370,2025-10-31,1Q,410000000,,-1000000
92370,2025-10-31,2Q,855000000,,29000000
92370,2025-10-31,3Q,1296000000,,18000000
92370,2025-10-31,FY,1872000000,,114000000
92500,2024-11-30,FY,3288000000,,44000000
92520,2025-08-31,FY,15510000000,,1150000000
92570,2023-12-31,1Q,3721000000,,248000000
92570,2023-12-31,2Q,8585000000,,720000000
92570,2023-12-31,3Q,13558000000,,1091000000
92570,2023-12-31,FY,17271000000,,1293000000
92570,2024-12-31,1Q,4526000000,,282000000
92570,2024-12-31,2Q,9897000000,,634000000
92570,2024-12-31,3Q,13452000000,,802000000
92570,2024-12-31,FY,13648000000,,56000000
92570,2025-12-31,1Q,3454000000,,177000000
92570,2025-12-31,2Q,6873000000,,416000000
92570,2025-12-31,3Q,10780000000,,709000000
92570,2025-12-31,FY,16552000000,,1243000000
92590,2022-09-30,FY,6438000000,,964000000
92670,2020-06-20,FY,123603000000,,4341000000
92670,2021-06-20,2Q,69117000000,,3230000000
92720,2024-03-31,FY,4414000000,,916000000
92740,2022-03-31,FY,563414000000,,9379000000
93010,2021-03-31,FY,213729000000,,11735000000
93010,2022-03-31,1Q,56917000000,,3037000000
93010,2022-03-31,2Q,117632000000,,7778000000
93010,2022-03-31,3Q,184542000000,,13015000000
93010,2022-03-31,FY,257230000000,,18144000000
93010,2023-03-31,1Q,76187000000,,6118000000
93010,2023-03-31,2Q,154266000000,,11728000000
93010,2023-03-31,3Q,231987000000,,18115000000
93010,2023-03-31,FY,300594000000,,23027000000
93010,2023-03-31,FY,254507000000,,18941000000
93010,2024-03-31,1Q,63215000000,,4898000000
93010,2024-03-31,2Q,125760000000,,9920000000
93010,2024-03-31,3Q,192452000000,,15780000000
93010,2025-03-31,1Q,65877000000,,4069000000
93010,2025-03-31,2Q,134890000000,,8995000000
93010,2025-03-31,3Q,214245000000,,16159000000
93010,2025-03-31,FY,284069000000,,20310000000
93010,2026-03-31,1Q,68562000000,,3962000000
93010,2026-03-31,2Q,136116000000,,7541000000
93010,2026-03-31,3Q,205089000000,,12096000000
93020,2021-03-31,FY,253559000000,,17661000000
93020,2022-03-31,1Q,68327000000,,5565000000
93020,2022-03-31,2Q,140044000000,,11636000000
93020,2022-03-31,3Q,216769000000,,18137000000
93020,2022-03-31,FY,301022000000,,25939000000
93020,2023-03-31,1Q,78584000000,,6783000000
93020,2023-03-31,2Q,157252000000,,13673000000
93020,2023-03-31,3Q,234317000000,,21338000000
93020,2023-03-31,FY,300836000000,,25961000000
93020,2024-03-31,1Q,65988000000,,6158000000
93020,2024-03-31,2Q,131862000000,,11843000000
93020,2024-03-31,3Q,197464000000,,16895000000
93020,2024-03-31,FY,260593000000,,20754000000
93020,2025-03-31,1Q,65620000000,,3828000000
93020,2025-03-31,1Q,65620000000,,3828000000
93020,2025-03-31,2Q,138672000000,,9459000000
93020,2025-03-31,3Q,212004000000,,14925000000
93020,2025-03-31,FY,280742000000,,17831000000
93020,2026-03-31,1Q,73624000000,,6385000000
93020,2026-03-31,2Q,147009000000,,11628000000
93020,2026-03-31,3Q,225839000000,,17967000000
93030,2021-03-31,FY,192024000000,,10963000000
93030,2022-03-31,1Q,51100000000,,4140000000
93030,2022-03-31,2Q,105789000000,,9540000000
93030,2022-03-31,3Q,166883000000,,18110000000
93030,2022-03-31,FY,231461000000,,27748000000
93030,2023-03-31,1Q,69314000000,,13408000000
93030,2023-03-31,2Q,123520000000,,17655000000
93030,2023-03-31,3Q,177863000000,,22286000000
93030,2023-03-31,FY,223948000000,,26090000000
93030,2024-03-31,1Q,46678000000,,3342000000
93030,2024-03-31,2Q,93532000000,,6541000000
93030,2024-03-31,3Q,140734000000,,10283000000
93030,2024-03-31,FY,184661000000,,13187000000
93030,2025-03-31,1Q,46396000000,,3194000000
93030,2025-03-31,2Q,95286000000,,6368000000
93030,2025-03-31,3Q,143753000000,,10124000000
93030,2025-03-31,FY,193398000000,,13275000000
93030,2026-03-31,1Q,47875000000,,2739000000
93030,2026-03-31,2Q,96690000000,,5424000000
93030,2026-03-31,3Q,146780000000,,8565000000
93040,2021-03-31,FY,65328000000,,3627000000
93040,2022-03-31,1Q,17405000000,,1097000000
93040,2022-03-31,2Q,35250000000,,2289000000
93040,2022-03-31,3Q,53680000000,,3508000000
93040,2022-03-31,FY,71746000000,,4516000000
93040,2023-03-31,1Q,18648000000,,1070000000
93040,2023-03-31,2Q,39357000000,,2454000000
93040,2023-03-31,3Q,60205000000,,3878000000
93040,2023-03-31,FY,78504000000,,4894000000
93040,2024-03-31,1Q,18381000000,,952000000
93040,2024-03-31,2Q,37094000000,,2148000000
93040,2024-03-31,3Q,55961000000,,3406000000
93040,2024-03-31,FY,73417000000,,4271000000
93040,2025-03-31,1Q,19470000000,,1263000000
93040,2025-03-31,2Q,39589000000,,2678000000
93040,2025-03-31,3Q,59712000000,,3779000000
93040,2025-03-31,FY,78620000000,,4668000000
93040,2026-03-31,1Q,20022000000,,1011000000
93040,2026-03-31,2Q,40045000000,,2178000000
93040,2026-03-31,3Q,60340000000,,3152000000
93050,2021-03-31,FY,48690000000,,3302000000
93050,2022-03-31,1Q,11559000000,,682000000
93050,2022-03-31,2Q,23271000000,,1348000000
93050,2022-03-31,3Q,34985000000,,2256000000
93050,2022-03-31,FY,46765000000,,3002000000
93050,2023-03-31,1Q,12501000000,,861000000
93050,2023-03-31,2Q,25440000000,,1900000000
93050,2023-03-31,3Q,38115000000,,2778000000
93050,2023-03-31,FY,51090000000,,3588000000
93050,2024-03-31,1Q,13804000000,,933000000
93050,2024-03-31,2Q,27663000000,,1831000000
93050,2024-03-31,3Q,46014000000,,2698000000
93050,2024-03-31,FY,64512000000,,3489000000
93050,2025-03-31,1Q,18660000000,,500000000
93050,2025-03-31,2Q,38273000000,,1489000000
93050,2025-03-31,3Q,60118000000,,2805000000
93050,2025-03-31,FY,80922000000,,3780000000
93050,2026-03-31,1Q,22131000000,,2015000000
93050,2026-03-31,2Q,43176000000,,3736000000
93050,2026-03-31,3Q,66018000000,,4956000000
93060,2021-03-31,FY,27660000000,,1057000000
93060,2022-03-31,1Q,6990000000,,358000000
93060,2022-03-31,2Q,14015000000,,680000000
93060,2022-03-31,3Q,21433000000,,1097000000
93060,2022-03-31,FY,28366000000,,1364000000
93060,2023-03-31,1Q,7109000000,,370000000
93060,2023-03-31,2Q,14119000000,,656000000
93060,2023-03-31,3Q,21294000000,,1001000000
93060,2023-03-31,FY,28168000000,,1258000000
93060,2024-03-31,1Q,6882000000,,385000000
93060,2024-03-31,2Q,13917000000,,664000000
93060,2024-03-31,3Q,21113000000,,982000000
93060,2024-03-31,FY,27875000000,,1129000000
93060,2025-03-31,1Q,7137000000,,264000000
93060,2025-03-31,2Q,14449000000,,593000000
93060,2025-03-31,3Q,22077000000,,1013000000
93060,2025-03-31,FY,29186000000,,1241000000
93060,2026-03-31,1Q,7364000000,,355000000
93060,2026-03-31,2Q,14935000000,,665000000
93060,2026-03-31,3Q,22677000000,,1040000000
93070,2021-03-31,FY,10204000000,,1263000000
93070,2022-03-31,1Q,2445000000,,302000000
93070,2022-03-31,2Q,4952000000,,538000000
93070,2022-03-31,3Q,7448000000,,828000000
93070,2022-03-31,FY,10191000000,,1175000000
93070,2023-03-31,1Q,2578000000,,231000000
93070,2023-03-31,2Q,5249000000,,537000000
93070,2023-03-31,3Q,7837000000,,762000000
93070,2023-03-31,FY,10553000000,,1052000000
93070,2024-03-31,1Q,2683000000,,299000000
93070,2024-03-31,2Q,5392000000,,614000000
93070,2024-03-31,3Q,8063000000,,909000000
93070,2024-03-31,FY,10850000000,,1292000000
93070,2025-03-31,1Q,2733000000,,314000000
93070,2025-03-31,2Q,5594000000,,682000000
93070,2025-03-31,3Q,8355000000,,990000000
93070,2025-03-31,FY,11235000000,,1366000000
93070,2026-03-31,1Q,2720000000,,304000000
93070,2026-03-31,2Q,5547000000,,657000000
93070,2026-03-31,3Q,8404000000,,1036000000
93190,2021-03-31,FY,25927000000,,1732000000
93190,2022-03-31,1Q,5903000000,,524000000
93190,2022-03-31,2Q,11782000000,,1018000000
93190,2022-03-31,3Q,17831000000,,1492000000
93190,2022-03-31,FY,23931000000,,1866000000
93190,2022-03-31,FY,23931000000,,1866000000
93190,2023-03-31,1Q,6353000000,,615000000
93190,2023-03-31,2Q,12841000000,,1176000000
93190,2023-03-31,3Q,19382000000,,1680000000
93190,2023-03-31,FY,25869000000,,2108000000
93190,2024-03-31,1Q,6794000000,,611000000
93190,2024-03-31,2Q,13438000000,,1003000000
93190,2024-03-31,3Q,20044000000,,1475000000
93190,2024-03-31,FY,26512000000,,1934000000
93190,2024-03-31,FY,26512000000,,1934000000
93190,2025-03-31,1Q,6938000000,,658000000
93190,2025-03-31,2Q,13909000000,,1208000000
93190,2025-03-31,3Q,20983000000,,1810000000
93190,2025-03-31,FY,27840000000,,2189000000
93190,2026-03-31,1Q,7062000000,,627000000
93190,2026-03-31,2Q,14136000000,,1126000000
93190,2026-03-31,3Q,21052000000,,1606000000
93220,2021-03-31,FY,22439000000,,467000000
93220,2022-03-31,1Q,5559000000,,242000000
93220,2022-03-31,2Q,11152000000,,464000000
93220,2022-03-31,3Q,17320000000,,730000000
93220,2022-03-31,FY,23618000000,,784000000
93220,2023-03-31,1Q,7090000000,,433000000
93220,2023-03-31,2Q,13932000000,,712000000
93220,2023-03-31,3Q,20771000000,,1068000000
93220,2023-03-31,FY,27107000000,,893000000
93220,2024-03-31,1Q,6350000000,,371000000
93220,2024-03-31,2Q,12612000000,,715000000
93220,2024-03-31,3Q,19042000000,,1073000000
93220,2024-03-31,FY,24993000000,,1159000000
93220,2025-03-31,1Q,6301000000,,293000000
93220,2025-03-31,2Q,12731000000,,543000000
93220,2025-03-31,3Q,19384000000,,875000000
93220,2025-03-31,FY,25542000000,,1027000000
93220,2026-03-31,1Q,6598000000,,285000000
93220,2026-03-31,2Q,13147000000,,590000000
93220,2026-03-31,3Q,19757000000,,823000000
93240,2021-03-31,FY,47709000000,,3288000000
93240,2022-03-31,1Q,12579000000,,710000000
93240,2022-03-31,2Q,25144000000,,1392000000
93240,2022-03-31,3Q,38410000000,,2199000000
93240,2022-03-31,FY,53040000000,,2910000000
93240,2023-03-31,1Q,14384000000,,491000000
93240,2023-03-31,2Q,29589000000,,1229000000
93240,2023-03-31,3Q,45365000000,,2153000000
93240,2023-03-31,FY,59756000000,,2534000000
93240,2024-03-31,1Q,16366000000,,524000000
93240,2024-03-31,2Q,32896000000,,1141000000
93240,2024-03-31,3Q,50261000000,,2101000000
93240,2024-03-31,FY,67384000000,,2642000000
93240,2025-03-31,1Q,17648000000,,569000000
93240,2025-03-31,2Q,36162000000,,1434000000
93240,2025-03-31,3Q,55213000000,,2567000000
93240,2025-03-31,FY,75115000000,,3515000000
93240,2026-03-31,1Q,20457000000,,981000000
93240,2026-03-31,2Q,40196000000,,2007000000
93240,2026-03-31,3Q,60364000000,,3398000000
93240,2026-03-31,3Q,60364000000,,3398000000
93270,2022-03-31,FY,12208000000,,-195000000
93510,2021-03-31,FY,34159000000,,1134000000
93510,2022-03-31,1Q,8944000000,,553000000
93510,2022-03-31,2Q,17631000000,,905000000
93510,2022-03-31,3Q,26966000000,,1300000000
93510,2022-03-31,FY,36123000000,,1479000000
93510,2023-03-31,1Q,10015000000,,583000000
93510,2023-03-31,2Q,19821000000,,1002000000
93510,2023-03-31,3Q,29375000000,,1424000000
93510,2023-03-31,FY,38086000000,,1537000000
93510,2024-03-31,1Q,9092000000,,405000000
93510,2024-03-31,2Q,17808000000,,686000000
93510,2024-03-31,3Q,26295000000,,893000000
93510,2024-03-31,FY,34697000000,,978000000
93510,2025-03-31,1Q,8996000000,,410000000
93510,2025-03-31,2Q,17537000000,,494000000
93510,2025-03-31,3Q,26399000000,,747000000
93510,2025-03-31,FY,35100000000,,1155000000
93510,2026-03-31,1Q,9417000000,,452000000
93510,2026-03-31,2Q,18572000000,,781000000
93510,2026-03-31,3Q,29103000000,,1293000000
93630,2021-03-31,FY,7473000000,,100000000
93630,2022-03-31,1Q,2054000000,,101000000
93630,2022-03-31,2Q,4269000000,,213000000
93630,2022-03-31,3Q,6698000000,,291000000
93630,2022-03-31,FY,8765000000,,325000000
93630,2023-03-31,1Q,2228000000,,55000000
93630,2023-03-31,2Q,4696000000,,93000000
93630,2023-03-31,3Q,7022000000,,173000000
93630,2023-03-31,FY,8930000000,,163000000
93630,2024-03-31,1Q,1938000000,,62000000
93630,2024-03-31,2Q,4028000000,,113000000
93630,2024-03-31,3Q,6121000000,,147000000
